parameter_set,n_T,temperatures,n_points,logdet_F,cond_number,rel_se_k_meth,rel_se_Ea_meth,rel_se_n,rel_se_k_carb,rel_se_Ea_carb,rel_se_k_crack,rel_se_Ea_crack
P7 (all three reactions + n),4,650/700/775/825,24,34.28326420714001,22418.217812399198,0.4984370652604529,0.12068485609194061,0.289331146586827,0.31136621639345197,0.07866260933320705,0.9060921432232882,0.15424161474291262
P7 (all three reactions + n),4,700/750/775/800,24,34.24871743562559,18967.12562290134,0.7654646632916471,0.22556990734839194,0.2780671579060992,0.21837441654290035,0.06785400507205831,0.4152589264132151,0.09352212340746903
P7 (all three reactions + n),4,650/700/750/850,24,34.18128573334161,7250.741992247836,0.48924164404249,0.10651028430188339,0.27664871924079326,0.2084731483831262,0.04987890034358366,0.6472361560607088,0.11565546912413746
P7 (all three reactions + n),4,625/650/800/825,24,34.1596494528378,22805.71413527584,0.790364494235733,0.1698640678764067,0.5336255093362501,0.3169079144263384,0.07954538764267073,0.31506375037327444,0.06524424993733778
P7 (all three reactions + n),4,625/650/700/800,24,34.15246840799698,7377.579227210029,0.6135602679136587,0.09186111943836725,0.3908316936964403,0.2663884772300773,0.07407017171585269,0.48586351229738656,0.10078477523333436
P7 (all three reactions + n),4,675/700/725/800,24,34.118168243829025,6302.021925186374,0.5970051787850811,0.14640765764061503,0.30476645765657,0.19189462673133129,0.05797288974824931,0.39404809387902684,0.09253606222680459
P7 (all three reactions + n),4,750/775/800/850,24,34.10270024534903,48236.97632681313,1.0907514961863494,0.3090017691466067,0.2926879627077518,0.156309569575722,0.041816344434111835,0.24988065577985885,0.05189785239111394
P7 (all three reactions + n),4,600/750/775/850,24,34.047066015683725,31596.075367579306,0.528637344698267,0.08849677948407592,0.3592344602220888,0.19794103831636478,0.04970755896057728,1.0159883804736145,0.17907199550662603
P7 (all three reactions + n),4,750/800/825/850,24,34.013895701836375,54090.03258240597,1.1089119154197908,0.2979423783823789,0.3313287360127878,0.1556187667848409,0.038896597032340996,0.2512964732131904,0.04921870570073376
P7 (all three reactions + n),4,600/700/725/850,24,34.00920072906804,6584.214830250061,0.4799231584471214,0.06094060078902337,0.30057519706473274,0.23218421170268405,0.05214354012575954,0.6973387218037844,0.12609779992650538
P7 (all three reactions + n),4,650/700/725/825,24,33.99888524133382,8553.408983647312,0.47163940505192264,0.09684983266800501,0.27102190837596496,0.23952027596811362,0.060539832265929946,0.7202591328889842,0.13190216886905642
P7 (all three reactions + n),4,600/750/775/825,24,33.99015820004615,40941.27651153933,0.4991239731464214,0.08931610915153936,0.34309286063172,0.24564913173417643,0.06726654946085754,1.1073472827014554,0.20184194808786526
P7 (all three reactions + n),4,600/625/800/850,24,33.97371868270777,26942.95316890743,0.8674078281825446,0.16653196343087664,0.6417016858235041,0.2956016091479142,0.0652284624270202,0.3196648180222225,0.05010375365418273
P7 (all three reactions + n),4,625/750/775/850,24,33.96668149990124,32649.60404007699,0.593226894964169,0.10940384873473503,0.36878255865653353,0.1967734969174833,0.04934254222581158,1.0114188148117509,0.1773821015520244
P7 (all three reactions + n),4,625/650/775/800,24,33.96067129584367,11281.938708584876,0.5621419457856007,0.125513441560699,0.367504718374293,0.4006693712255973,0.1138958318914097,0.5144905769711231,0.10692518658487667
P7 (all three reactions + n),4,650/725/750/850,24,33.94464905522197,11632.082967350074,0.4806413563062078,0.09277903515792052,0.2584851937712511,0.17438469930371087,0.0435183971319345,0.774853276094802,0.14673377138915344
P7 (all three reactions + n),4,600/675/750/825,24,33.94298488221347,21436.016917302095,0.41922496125981207,0.07117025765688031,0.2550150202020443,0.26663566708997494,0.07067129271600488,1.0423342836369083,0.18789556728052137
P7 (all three reactions + n),4,700/725/750/800,24,33.923572849525335,10263.704025634757,0.6888448892978857,0.21530032421484202,0.24376481790786597,0.18818282234730146,0.06020368510065788,0.3888113491566139,0.09189681251161123
P7 (all three reactions + n),4,625/750/775/825,24,33.90127926759121,42188.108568649644,0.5656274542361546,0.1105602107922695,0.35289757724005344,0.2436085367134757,0.0666075460532704,1.1061981162188004,0.20106149964022865
P7 (all three reactions + n),4,650/725/825/850,24,33.89196897385615,21406.02712772526,0.4741755237934121,0.1033455766123449,0.279909634717768,0.2324913579521,0.05285836471958524,0.9102460681224149,0.14607931988102624
P7 (all three reactions + n),4,600/750/825/850,24,33.84325260828246,43683.959126821086,0.5540051630272541,0.10928110196291801,0.39821437556381967,0.2456395926633028,0.05790351965841243,1.1359150932645965,0.18498660055034585
P7 (all three reactions + n),4,700/725/775/850,24,33.81953656308499,15096.248578808762,0.7618657415389364,0.2027755276226407,0.2836659463649847,0.1874067447710657,0.046150492843113906,0.5831170865065751,0.09820421631934675
P7 (all three reactions + n),4,675/725/775/850,24,33.81197687415733,15417.63186783222,0.5675038503054189,0.13429258392332932,0.2643009550702183,0.18894979083630717,0.04641584554538548,0.7990225828055946,0.13810808401060345
P7 (all three reactions + n),4,625/700/725/850,24,33.81114090137765,6549.154474736587,0.49996751646101106,0.07293110226126694,0.3067029225659692,0.23134447999263336,0.0520182918287286,0.6955870080584764,0.12602637444935846
P7 (all three reactions + n),4,700/750/775/850,24,33.796061055148876,22308.194567621,0.85201186892518,0.22648472430695757,0.3210557758655059,0.181734606823177,0.04599313844078296,0.5717637284510093,0.09708325642030038
P7 (all three reactions + n),4,675/725/775/825,24,33.77024056239854,19859.11164645127,0.5577349200455097,0.13611630042781142,0.25489613372988495,0.21404264240841522,0.05718638326610423,0.8480201247773695,0.15310825103361753
P7 (all three reactions + n),4,750/775/800/825,24,33.75006399688563,57246.37947927589,1.1452061623487624,0.3276112854367558,0.29016214932274836,0.17387570579442257,0.04895777557152859,0.2797787428126698,0.060049387298952844
P7 (all three reactions + n),4,625/750/825/850,24,33.737973319579204,46662.01264663646,0.6490475850015536,0.13680883917774722,0.41718340945832144,0.2442366131284781,0.05742731960453453,1.1434732263845342,0.18526478964780052
P7 (all three reactions + n),4,600/625/800/825,24,33.73501263683317,23322.17539273029,0.7694891913399611,0.1601855492026856,0.5838037745810254,0.37487669820512265,0.0934728970800161,0.3279536693911405,0.06713324087272297
P7 (all three reactions + n),4,700/750/825/850,24,33.734904778044125,30032.996201844904,0.9325054774428742,0.24480615637166286,0.3544353410665842,0.20476045201367168,0.04816757255155384,0.644230395876276,0.10470450714720465
P7 (all three reactions + n),4,650/675/700/800,24,33.723103446495855,8963.433351278429,0.7050494572058031,0.12986419143837696,0.41527535889830086,0.23629488463073461,0.06628586778325847,0.46111127465046914,0.09750629886964199
P7 (all three reactions + n),4,700/725/775/825,24,33.71172475408201,17423.191559836683,0.7619146619643409,0.20610650863545774,0.27562666293211996,0.2094604458889538,0.05564703259561355,0.6421417094001226,0.11531774070835255
P7 (all three reactions + n),4,600/700/825/850,24,33.67881560991976,64706.296669116186,0.4720710563347586,0.08288251944614067,0.3414919731302493,0.5554501864139898,0.11928356751247426,1.5135929298832078,0.21632625970777192
P7 (all three reactions + n),4,650/750/775/850,24,33.65937176757879,33759.2240052344,0.689906769181763,0.14152676432094263,0.3780460735721767,0.1941084895268342,0.048588618189500915,0.9913568663714266,0.1722221724216712
P7 (all three reactions + n),4,675/725/750/825,24,33.63688538840157,15011.293623017435,0.5651620501748056,0.13603401078763735,0.2548713116841274,0.19369002811474975,0.05333913844572708,0.7904967191368789,0.1490341491937683
P7 (all three reactions + n),4,600/675/775/850,24,33.63633875910132,29718.09084015663,0.42939968858330496,0.07905333833682403,0.27792011258960764,0.273905591717238,0.06429666091554787,1.179373084847818,0.1971135286996411
P7 (all three reactions + n),4,700/750/775/825,24,33.63125352848222,24754.820122259516,0.8365029006222477,0.22657379311948128,0.3060198331951745,0.21206921511808055,0.0576355926926958,0.6585897136490438,0.1190106916049547
P7 (all three reactions + n),4,600/675/750/850,24,33.6077164497778,16017.765679961216,0.46625688911828256,0.07178582452769297,0.2803935634774461,0.23080871214360527,0.05548336817093061,0.9739771972070247,0.1710636348809483
P7 (all three reactions + n),4,675/700/750/825,24,33.59942691496819,11306.567042997565,0.6335433999044928,0.16396797835915952,0.2980915097500114,0.22907297037147084,0.06050878317866276,0.7182038578687585,0.13280352041151475
P7 (all three reactions + n),4,600/625/775/800,24,33.584623252932005,14122.693504676268,0.5304729900701217,0.1108077537020385,0.38591822832637285,0.4958815719400083,0.1399608990019703,0.587147478278718,0.11776985707855549
P7 (all three reactions + n),4,650/750/775/825,24,33.57128597909595,43700.35116773711,0.6676158023193186,0.14356848494967672,0.36338746327391613,0.23901511587981186,0.06522236118505903,1.0941146673960993,0.1979104307386846
P7 (all three reactions + n),4,600/675/775/825,24,33.567670984946666,42217.56659758121,0.3972229387432532,0.07758757341636378,0.2587599254008367,0.3345604388998787,0.08567391238955781,1.3039195250534825,0.22585491637180882
P7 (all three reactions + n),4,675/700/775/850,24,33.55103067725356,19262.627749477866,0.7583441311546604,0.19149545075729837,0.3764279823567063,0.2618283788902874,0.06133086250211946,0.7877565067080355,0.1273298225192514
P7 (all three reactions + n),4,625/675/750/825,24,33.543853661267896,22952.85774239885,0.486564443470674,0.09321710595438044,0.28372751704585003,0.26822859707633984,0.07099652588913301,1.0666920590996127,0.19146795341391534
P7 (all three reactions + n),4,600/675/725/825,24,33.5291524775143,14464.709194635649,0.40828184262242084,0.06570965693454707,0.2594583078206948,0.253592546399108,0.06486358827571552,0.974484670885983,0.17199560629339863
P7 (all three reactions + n),4,700/725/825/850,24,33.487909165215676,20396.152565430944,0.8297298070386402,0.21131733830474983,0.3244345156454954,0.22484723880292254,0.0510004614594461,0.6728419290422967,0.10740822454232689
P7 (all three reactions + n),4,700/725/750/825,24,33.436625521667565,13711.07122099679,0.7421638830185466,0.20736965156467743,0.2619381690892108,0.1836242914791286,0.05059235050501777,0.6001194882020292,0.11500676501574945
P7 (all three reactions + n),4,675/700/775/825,24,33.42797832412708,24277.88003940583,0.7267273371775812,0.18983956003061722,0.3545838358203448,0.3057428286959752,0.07737532359870959,0.898663072552344,0.15382222739006102
P7 (all three reactions + n),4,700/775/825/850,24,33.397676599884974,48079.769131127054,1.059799505410648,0.2724665532933165,0.4301688660465741,0.2725918730694287,0.06332512952275103,0.7737409659708453,0.1228496524267618
P7 (all three reactions + n),4,650/750/825/850,24,33.396010848202636,50855.003067839985,0.7903637725865835,0.1779897308872405,0.43782051794459576,0.24008590083813897,0.05624818026330442,1.1393366949589965,0.18307525715906453
P7 (all three reactions + n),4,625/700/825/850,24,33.39102669856377,66787.95545897265,0.552969916609179,0.10683129120544863,0.3785715675316655,0.5568393532688812,0.11959484411028834,1.5237048044196853,0.21796663823972498
P7 (all three reactions + n),4,600/650/675/800,24,33.36393667554278,6368.07727122401,0.5945580558915635,0.08481494505976582,0.39096954118781213,0.31796473542927356,0.0888461502409323,0.4786660130775827,0.10388120334961928
P7 (all three reactions + n),4,675/750/775/850,24,33.35955715391183,31846.318308884594,0.8042898317064804,0.18522557149170085,0.3720306373799744,0.18968702257809664,0.04741535431052113,0.8981938221176158,0.15287700557278974
P7 (all three reactions + n),4,675/725/825/850,24,33.35859146070698,21170.277932715835,0.606395582318754,0.14292355227614437,0.29890937571689763,0.22914146671116353,0.05215674182626191,0.9009553438834912,0.14325684165996086
P7 (all three reactions + n),4,675/725/750/850,24,33.33787471889684,12185.48700890676,0.5866137955383449,0.13504615994803404,0.2704721742676385,0.17257488905499646,0.043014028954164,0.7555392588079025,0.13956384589464035
P7 (all three reactions + n),4,650/700/725/850,24,33.30384549511128,6461.564540445748,0.5448397384267465,0.09700709071689557,0.3168882105651461,0.2276610347278561,0.05135276697422084,0.6910727741302539,0.12575708604653982
P7 (all three reactions + n),4,675/700/750/850,24,33.3031636165608,8932.940674773254,0.6613551397907611,0.1684078268640725,0.3174957978567901,0.20376344705004412,0.048833047765993946,0.6464480615437886,0.1151167448793851
P7 (all three reactions + n),4,625/675/725/825,24,33.26471134398138,14403.577542846853,0.438507529754506,0.07940043881130376,0.27117981671332875,0.2527138883693477,0.06464606722379705,0.9724048247887535,0.171772502142721
P7 (all three reactions + n),4,625/675/775/850,24,33.24008405479408,29560.878872693018,0.5012261220704375,0.10253485396917363,0.3123428640167864,0.2736642233934965,0.06424065244682482,1.1763484805930196,0.1966132440517058
P7 (all three reactions + n),4,675/700/725/825,24,33.23545780959419,8450.980079298924,0.5943605015739285,0.1431287922279619,0.2953034587243954,0.23338124142622485,0.05921980133012566,0.7154266353842283,0.1310193270543497
P7 (all three reactions + n),4,675/750/775/825,24,33.21330485967542,41973.55133513655,0.7956117745203608,0.1891334529153289,0.3603483443048539,0.23104840240216087,0.0628099111680379,1.0172144666837004,0.18214840231335658
P7 (all three reactions + n),4,600/650/750/825,24,33.20441634991268,28974.73232207663,0.508522371578259,0.0890715490691358,0.3162349601251036,0.2845122808621232,0.07536364571272063,1.1914709557765932,0.21316733282595168
P7 (all three reactions + n),4,625/675/750/850,24,33.20419888078427,17282.439252744367,0.5317760359877848,0.09405790179527049,0.30945890646650337,0.23222981749465815,0.05568135941225735,0.9957289400948979,0.17357755458194674
P7 (all three reactions + n),4,600/625/675/800,24,33.18514751356096,6474.670676747775,0.5973994763478864,0.08415172964008298,0.4026479661979945,0.3471801068366442,0.09676865756216926,0.49663901965504653,0.10734892220296653
P7 (all three reactions + n),4,600/650/725/825,24,33.17622444123622,15042.379855128356,0.4208665927443167,0.06956681877547141,0.27203502802801893,0.2583885266315678,0.06602662265326348,0.9969574066391627,0.17697533633316137
P7 (all three reactions + n),4,625/675/775/825,24,33.17493074450364,41981.8599259414,0.4695247606167168,0.1008156673122744,0.29194313114614684,0.3331128766254664,0.08528278397286822,1.300299205874695,0.22532026591452373
P7 (all three reactions + n),4,700/725/750/850,24,33.155344690605034,11626.471280935128,0.7511564765478487,0.2107995738919557,0.2716886323986915,0.16716275356566884,0.04180177030280765,0.5497966364833395,0.10247923986270893
P7 (all three reactions + n),4,600/775/825/850,24,33.098146812191665,44507.706337163,0.5995899950345569,0.12668027322179448,0.46111448927173165,0.2721680018447298,0.06298007774279042,1.118254565574712,0.1861233251798667
P7 (all three reactions + n),4,675/750/825/850,24,33.079345461452014,50688.17772148306,0.946215952138617,0.22814815469505165,0.4342541520335634,0.2304790480710805,0.05373154474311721,1.0513018379566743,0.16647028548267426
P7 (all three reactions + n),4,725/750/775/800,24,33.07295979471496,34210.486969536825,1.0408174670824872,0.32825421348042483,0.2436668198962795,0.21421012382308247,0.0681016763711565,0.3843568854487171,0.08888281080544158
P7 (all three reactions + n),4,600/625/725/825,24,33.068402619014364,15114.552392483058,0.42170107139295326,0.06956377335520406,0.28186767223263054,0.26261040047570783,0.06700904242477267,0.9991280306350138,0.17758943750960246
P7 (all three reactions + n),4,625/775/825/850,24,33.06584480419084,45043.344910104,0.6944996972492385,0.15325880403705255,0.4713369240537129,0.2719085198098187,0.06295096920752347,1.1170200491991296,0.18563277198254102
P7 (all three reactions + n),4,625/650/725/825,24,32.92459487855778,15023.750542906195,0.45279988252862263,0.0832540416160852,0.28613073302026415,0.25737508624892125,0.06577724162866022,0.9961160576505571,0.17692540691003952
P7 (all three reactions + n),4,650/775/825/850,24,32.85366112547355,45696.03750185643,0.8201165279168969,0.18912147640064797,0.4775013583382563,0.26855904081654214,0.06230253333917518,1.1090456977712029,0.1834789403400554
P7 (all three reactions + n),4,625/650/675/800,24,32.834823548614246,8118.429048838769,0.684901091067713,0.11647658296999197,0.44099070231965287,0.3125527020107155,0.08734015013241254,0.4753895507672049,0.1035431557181583
P7 (all three reactions + n),4,600/650/750/850,24,32.799799683081076,23171.203637356026,0.5703745950805407,0.08979773684979674,0.3492337009136689,0.24451940309913897,0.05866086610450092,1.140413785975879,0.19959743943586206
P7 (all three reactions + n),4,600/675/725/850,24,32.784452389437696,11651.587984821323,0.5001116399030935,0.06619393518045384,0.3076876785907255,0.2386898128408505,0.054659987909302724,0.962621828831558,0.16912199755186613
P7 (all three reactions + n),4,650/700/825/850,24,32.78058561849388,68553.66212158822,0.7380044867370164,0.1587491044501607,0.45408895909757024,0.539339304541409,0.1159450684031507,1.497413964436641,0.2153876541746954
P7 (all three reactions + n),4,650/675/725/825,24,32.73625333863359,14436.189123617572,0.5061721522654502,0.10544744714479529,0.2911116446348228,0.24969278464700093,0.06392212860427748,0.9723253609680154,0.1717905385475621
P7 (all three reactions + n),4,675/775/825/850,24,32.73395958902674,42890.1939630161,0.9502239444722096,0.23051637550002127,0.46379614057295865,0.26551301215130874,0.06179274442201414,1.055336928828552,0.1720239313665875
P7 (all three reactions + n),4,600/675/700/825,24,32.72395408534254,34630.177359438436,0.4776086449262965,0.07547895860103679,0.31868000397382196,0.5224745243982644,0.12081995521548591,1.488360879631738,0.23717845357412276
P7 (all three reactions + n),4,775/800/825/850,24,32.71675039287179,93784.73191958241,1.3809623513228773,0.3672812465157392,0.410384991074902,0.20700110348987746,0.04988432680520666,0.26175236069009317,0.05011600739878047
P7 (all three reactions + n),4,650/675/750/825,24,32.707442941133635,28924.081308245175,0.673543167998709,0.1478452583152683,0.3547882408758264,0.27259661000000096,0.07184803876957158,1.144210679695839,0.20261328428495595
P7 (all three reactions + n),4,600/650/775/825,24,32.6916470867908,47134.4783102608,0.47846961662317944,0.09440751294110669,0.31438467334433445,0.34144522756584583,0.08747257647697479,1.3794919025751775,0.24113108065462596
P7 (all three reactions + n),4,600/650/775/850,24,32.67983069235328,35824.70469194147,0.5184664897030989,0.09562772254520738,0.336433008855381,0.27729850636880926,0.06513612842554703,1.2956875230573803,0.22142528604201625
P7 (all three reactions + n),4,725/750/825/850,24,32.67606684779105,43452.599994963784,1.1050107588716065,0.29434092274231344,0.30702719124994965,0.17046780180985083,0.041715710957443836,0.7279253619453708,0.12155503358329071
P7 (all three reactions + n),4,625/650/750/825,24,32.60410332994137,37323.797536056496,0.6596190135105416,0.12948984093893182,0.39302222240304624,0.2957215899814938,0.07812127422460105,1.3077199795960717,0.23163271541359615
P7 (all three reactions + n),4,675/700/725/850,24,32.555721198579846,6500.790137243838,0.6412271323604892,0.14239536739134726,0.33252463328508436,0.22198229781548373,0.0503580744362906,0.6874773308045656,0.12489288269719143
P7 (all three reactions + n),4,600/625/750/825,24,32.550406115724286,41541.531050416255,0.6274657995626672,0.11269775218852657,0.41531887238890325,0.310501162910503,0.08216490308418528,1.3895094748439376,0.246277647505071
P7 (all three reactions + n),4,625/675/725/850,24,32.52247436002464,11607.89854613956,0.5258268457839325,0.07993282135783764,0.31802722966693675,0.23799743673458298,0.05452707543944728,0.9605689352554737,0.16890805349981608
P7 (all three reactions + n),4,725/775/825/850,24,32.47592736183727,55555.74971432588,1.1693844768658443,0.3023719445617883,0.3196559159038278,0.18993742869112068,0.04600309687958637,0.7854327106816132,0.13098225424500018
P7 (all three reactions + n),4,650/675/775/850,24,32.45132989042851,29550.990297191056,0.6963816313154475,0.15745559526263947,0.3933268774890231,0.2719208309249139,0.06385003059172693,1.1735208274827746,0.1957575554350806
P7 (all three reactions + n),4,725/750/775/850,24,32.405579865623245,35002.0618937324,1.0607648088398134,0.2926237570557295,0.2879503283426253,0.15940731407290556,0.04224866576869335,0.6925609153551752,0.1233214181559513
P7 (all three reactions + n),4,600/650/725/850,24,32.404359379765566,12463.486401736815,0.5185205934184354,0.07018366714056039,0.3205538958099133,0.24226074632146094,0.05539376128779383,0.996442625026567,0.1779868888477212
P7 (all three reactions + n),4,600/700/725/775,24,32.400631864472565,10499.79406088286,0.4083779507090667,0.06137448721428959,0.25469337880749754,0.3162969039051607,0.10691055418081163,0.8481150741206556,0.19726396235917326
P7 (all three reactions + n),4,650/675/775/825,24,32.389963867564134,42140.20874210371,0.6612229217230298,0.15522131332769223,0.3685670547775677,0.3279347563588551,0.08396195961267,1.2997703122535311,0.22538922454912338
P7 (all three reactions + n),4,650/675/750/850,24,32.35332853048769,22567.601894812713,0.7227264463130196,0.15037464268173878,0.38479557873870673,0.23663812658500982,0.05627205417674041,1.0676571164862467,0.18156180610976835
P7 (all three reactions + n),4,625/675/700/825,24,32.335134596321716,35729.88828645801,0.5405568117753264,0.09844609517885923,0.35154553920051196,0.5255406988743395,0.1213895785254381,1.504043611627754,0.239078512748464
P7 (all three reactions + n),4,600/625/725/850,24,32.28276753127122,12563.23943754674,0.5220377525256505,0.07038483930297668,0.3305010292180472,0.24557761617590454,0.05606733762720978,1.0000270634083341,0.1794307703151878
P7 (all three reactions + n),4,725/750/775/825,24,32.271751608929456,42826.561010362944,1.0940587044512737,0.305290882728035,0.2850751006509309,0.18393769113040712,0.052092232575324506,0.7537183723476418,0.13881519008008694
P7 (all three reactions + n),4,600/650/700/825,24,32.216735235907045,45296.81026802053,0.49907061680766807,0.08217481410048647,0.34023698620134146,0.620372899271907,0.1431175964795959,1.69773195011409,0.26763896676403426
P7 (all three reactions + n),4,625/700/725/775,24,32.18685614673948,10384.140837754881,0.4136029460895077,0.07406676697145308,0.25577806429980177,0.31334224701041125,0.10597046554142196,0.8438922527052511,0.19686213768247746
P7 (all three reactions + n),4,625/650/750/850,24,32.17733100681481,30906.437146922788,0.7328907557111942,0.13186896201431433,0.4340966327542885,0.25415286069289256,0.06057752103104538,1.2584673073157107,0.2162963536942496
P7 (all three reactions + n),4,625/650/725/850,24,32.15317487215604,12461.616236984884,0.5465023667391831,0.08397602502273553,0.33357054761605587,0.24149366818193563,0.055246664056116966,0.9954905598948192,0.17785723629454284
P7 (all three reactions + n),4,625/650/775/825,24,32.106689046591605,48745.58074301525,0.6289378342038919,0.1353987249661402,0.3937943894971243,0.3396767024867234,0.08698816132858883,1.3937041016217178,0.24404349297269637
P7 (all three reactions + n),4,600/625/750/850,24,32.09352637658098,35144.11220286757,0.7126299753943566,0.11504099010787171,0.46291325246139353,0.2648402724555209,0.06327031957948281,1.3539795201983584,0.2339029025434278
P7 (all three reactions + n),4,625/650/775/850,24,32.090099199028465,37115.156380021566,0.6738858117855886,0.13684055504093606,0.42045089137833264,0.2772520396243032,0.06508976513940351,1.3061932923396362,0.22317655810453446
P7 (all three reactions + n),4,600/700/750/775,24,32.05127962450044,25370.92203943146,0.416848694963378,0.06193371502853083,0.2692971889131824,0.4468151312250453,0.1494549991596508,1.1558397969318228,0.26621088780244206
P7 (all three reactions + n),4,650/675/725/850,24,32.00245267478395,11663.637393420348,0.5835443758388794,0.10575653733500776,0.33536411636932434,0.23557676047321224,0.05403452706269951,0.9600038361068158,0.16851961515575758
P7 (all three reactions + n),4,600/625/775/825,24,31.935888548607466,51005.66311533564,0.5971376148212596,0.12113621107311802,0.41855543132034123,0.34956205777239957,0.08938443137117572,1.4232224763201105,0.25008590979837886
P7 (all three reactions + n),4,600/625/700/825,24,31.89343178656643,60850.514270354775,0.506900238998194,0.0837581102016087,0.3613011820540887,0.726506876306504,0.1672018904391438,1.9634227467442393,0.30587776294934355
P7 (all three reactions + n),4,600/625/775/850,24,31.88821624711094,40095.72855237734,0.650985137857983,0.12265281556262073,0.44826917783047737,0.2827155323724034,0.06627799993901771,1.3517367199255532,0.23330590824618982
P7 (all three reactions + n),4,625/700/750/775,24,31.85351749111549,24731.686267494264,0.4302667228493659,0.07513448666212703,0.2724678301657636,0.4389142190184705,0.14687877847678782,1.1421805755682009,0.26356583996328226
P7 (all three reactions + n),4,625/650/700/825,24,31.81949222243122,47459.67440604579,0.5743297148593725,0.10800138781344804,0.38436427949985613,0.6264879873340602,0.1442878717080931,1.7280541966730296,0.2713654924220164
P7 (all three reactions + n),4,600/725/750/775,24,31.780847973509374,17575.7343123124,0.38552553600925715,0.06165530481639342,0.2406782291711541,0.32846687558859244,0.11437865137798982,0.9653790907509004,0.2234920768830026
P7 (all three reactions + n),4,675/700/825/850,24,31.761897759472852,92947.72015027834,1.2181082995487373,0.2858108551368111,0.6413396018881746,0.5417970210398253,0.11688417388235975,1.537633889264355,0.2233535391727757
P7 (all three reactions + n),4,650/700/725/775,24,31.664961406999925,10033.195807459582,0.4381437924491868,0.10094987919125648,0.2581700292382349,0.3028556521480685,0.10264987371137291,0.8310614847627109,0.19509316064072107
P7 (all three reactions + n),4,625/725/750/775,24,31.6416818172601,17749.823144620957,0.3991374454585303,0.07431585815783405,0.24211562651859353,0.32481526638893216,0.11311910848580455,0.9691849327821437,0.22436167791626718
P7 (all three reactions + n),4,600/675/700/850,24,31.572985538537175,32364.89312462692,0.647549859083323,0.07685385702906004,0.42541277102084024,0.5500679063020645,0.11313675561777428,1.5712308481413277,0.23375211345220978
P7 (all three reactions + n),4,650/675/700/825,24,31.56387776570911,37912.60613999587,0.7189985249088214,0.15547024491049685,0.4344242637258403,0.5213131030313273,0.12022738410421603,1.5118710473023684,0.2397558437512959
P7 (all three reactions + n),4,750/775/825/850,24,31.54414010646606,66120.86901058524,1.2216441261719786,0.3244487771973602,0.3662261332825078,0.1930955042747716,0.048474904213108835,0.8733001285655787,0.14946994539807196
P7 (all three reactions + n),4,600/625/650/800,24,31.45346717586603,8925.965530801908,0.6938848664778966,0.1150373782504143,0.48261196652433846,0.5784060757112571,0.15816771236268687,0.6366582877443085,0.13401934862073522
P7 (all three reactions + n),4,650/700/750/775,24,31.386658127671172,22716.958449603524,0.4705379440681673,0.10326370086546328,0.2787566829331687,0.41229158508735075,0.13822822235585924,1.0979981956114255,0.25473927056780227
P7 (all three reactions + n),4,600/675/725/775,24,31.305403555505375,13417.468420507399,0.43347248378136694,0.06551083958553036,0.26617910369197384,0.30975884439176077,0.10474882066235441,1.0105156507769633,0.22093072946929457
P7 (all three reactions + n),4,650/725/750/775,24,31.244900051112594,18025.81787139064,0.43629549023431696,0.09939470981528606,0.24429593701191188,0.3124159443063997,0.1088853287709065,0.9741625626223701,0.22538675192064775
P7 (all three reactions + n),4,625/675/700/850,24,31.176062344847267,33997.892033539385,0.7137928283908387,0.10081124752679367,0.4609337640730236,0.5557616518767581,0.11434494262786488,1.594968078603395,0.23681935201822985
P7 (all three reactions + n),4,600/675/700/775,24,31.03499627233562,23743.67190335638,0.500822197320473,0.06805980013699782,0.32701375621769546,0.4812678009610954,0.1504485357618551,1.342443056201712,0.28882089694197555
P7 (all three reactions + n),4,625/675/725/775,24,31.02830702118363,13481.037359290938,0.44263449344320493,0.08006252318901047,0.2684156022513192,0.3075302283891485,0.10406800358702985,1.0125958114765519,0.2222012287050587
P7 (all three reactions + n),4,600/675/825/850,24,31.021878838495656,195608.33664169864,0.5566566871442226,0.11254049236330677,0.46986961898966806,0.6628510454235291,0.14300892678711746,2.77203328824512,0.40408598347981534
P7 (all three reactions + n),4,600/650/700/850,24,31.00763292441696,44101.92136975105,0.6869692094809361,0.08450789662289632,0.4581317061605273,0.6668857570701843,0.13705797891666108,1.8287346845291061,0.2660353739922695
P7 (all three reactions + n),4,675/700/725/775,24,30.850229251247594,10032.426313507809,0.5254850398301779,0.1574524084715771,0.2646796637101751,0.28991474285931385,0.09877783869623029,0.8292458897736502,0.19646329532369797
P7 (all three reactions + n),4,600/650/725/775,24,30.825026613048742,13970.795495065748,0.4392434539575564,0.06919894979684722,0.27324693358777274,0.32806542485979323,0.11087833087532273,1.0349951310470733,0.226221703970378
P7 (all three reactions + n),4,600/675/750/775,24,30.819896708801508,31823.25221554343,0.47060542447665055,0.06964771093085258,0.29557980194094163,0.43701943802689525,0.14558375695092327,1.351373342739139,0.2977731073531111
P7 (all three reactions + n),4,625/675/700/775,24,30.711849767529003,23293.36321843152,0.5188267815218038,0.08578469378589641,0.33436764115528256,0.4745349289431712,0.14821247285055766,1.3285967615098393,0.2857719181756669
P7 (all three reactions + n),4,675/725/750/775,24,30.65239589591276,19343.856536145595,0.5366279051949833,0.1510713623850878,0.24888244470816714,0.2989154678200218,0.10431599020304616,0.9904436274642316,0.22930024183317763
